CountryCode,SeriesCode,DESCRIPTION
"SWE","IT.MLT.MAIN.P2","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","MS.MIL.XPND.GD.ZS","1960-1979 & 1989-1991 SIPRI estimates."
"SWE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","MS.MIL.XPND.CN","1960-1979 & 1989-1991 SIPRI estimates."
"SWE","TM.TAX.MANF.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","TM.TAX.MANF.SM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","IS.RRS.PASG.KM","Source: OECD"
"SWE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","IS.RRS.GOOD.MT.K6","Source: OECD"
"SWE","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Sweden"
"SWE","TM.TAX.MANF.SR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","MS.MIL.XPND.ZS","1960-1979 & 1989-1991 SIPRI estimates."
"SWE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"SWE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Data for 2011-2014 according to new national border survey (IBIS, Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and Regional Growth. 1995-1999: camping excluding."
"SWE","TM.TAX.MANF.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","IT.NET.BBND","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"SWE","TM.TAX.MANF.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"SWE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Due to a change of supplier, domestic and outbound tourism statistics are not available for 2014-2016. From 2017: Swedish Travel Survey."
"SWE","IT.NET.BBND.P2","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","TM.TAX.MANF.WM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","TM.TAX.MANF.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SWE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"SWE","SP.POP.GROW","Data source: Eurostat, Statistics Sweden"
"SWE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","SM.POP.NETM","Data source: United Nations World Population Prospects"
"SWE","TM.TAX.MRCH.WM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","IT.CEL.SETS.P2","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","TM.TAX.MRCH.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","TM.TAX.MRCH.SR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","IT.MLT.MAIN","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","TM.TAX.TCOM.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SWE","SP.DYN.LE00.MA.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research"
"SWE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SWE","SP.DYN.LE00.FE.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research"
"SWE","TM.TAX.MRCH.SM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","TM.TAX.MRCH.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","TM.TAX.TCOM.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","TM.TAX.TCOM.IP.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","IT.NET.USER.ZS","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","TM.TAX.MRCH.IP.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","TM.TAX.TCOM.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","TM.TAX.TCOM.SM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","MS.MIL.XPND.CD","1960-1979 & 1989-1991 SIPRI estimates."
"SWE","TM.TAX.MRCH.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","SP.DYN.CDRT.IN","Data source: Eurostat"
"SWE","IT.CEL.SETS","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","TM.TAX.TCOM.SR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","TM.TAX.TCOM.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","SP.DYN.CBRT.IN","Data source: Eurostat"
"SWE","TM.TAX.TCOM.WM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","TM.TAX.MRCH.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"SWZ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"SWZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","IT.NET.USER.ZS","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","MS.MIL.XPND.ZS","1977-1995, 2008,  2010-2011 & 2015-2021 SIPRI estimates."
"SWZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"SWZ","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"SWZ","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"SWZ","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"SWZ","MS.MIL.XPND.GD.ZS","1977-1995, 2008,  2010-2011 & 2015-2021 SIPRI estimates."
"SWZ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"SWZ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"SWZ","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"SWZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"SWZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"SWZ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","IT.MLT.MAIN","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","SM.POP.NETM","Data source: United Nations World Population Prospects"
"SWZ","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"SWZ","SP.POP.GROW","Data source: United Nations World Population Prospects"
"SWZ","IT.CEL.SETS.P2","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","IT.NET.BBND.P2","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","MS.MIL.XPND.CD","1977-1995, 2008,  2010-2011 & 2015-2021 SIPRI estimates."
"SWZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SWZ","IT.NET.BBND","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2023 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on IIP, IMF. Short-term debt for 2023 is based on data from the BIS."
"SWZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"SWZ","IT.CEL.SETS","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","IT.MLT.MAIN.P2","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SWZ","MS.MIL.XPND.CN","1977-1995, 2008,  2010-2011 & 2015 SIPRI estimates."
"SWZ","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"SXM","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2006: Source: Central Bank of the Netherlands Antilles - Including the estimates for Saba and Saint Eustatius."
"SXM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"SXM","SP.POP.GROW","Data source: United Nations World Population Prospects"
